送りじゃなくて迎いの方を	むかえにはい
軍艦や	へー
遊びと言えばそんな程度のものですが	はぁーでもねー
うーんと	うんふふふ
それ	凄いですね
わたくしが今したいのは旅行が好きです	はっご旅行ですか
美容師になりたかったのに本当に	そうですね
そこでスケートをした	へー
一部であってもあーそうだねといってお互いに共感しあえる何か	はいうーん
先週の金曜日あー土曜日にな	土曜日ですか
時々来るしそれから必ず電話でですね元気元気というふうにあのー話をしてくれていますのでそういう	ねえ
それが一番したいことだと	そうですねー
あのーそのどういうひっかけ方をしたのか覚えていませんがひっかけていって	へーえええええー
一生懸命リハビリして歩けるようになってお仕事もできるようになって	あーそうだ
まー今のかたにはあまりご存じない	うーん
ことはなーいですけど	してもらいたいこと
何よりもおーあたしが父親になったというこの感激が	えーふーん
などとまそんなものを見ながら	んー
行ける自信がちょとないんですけども行けるチャンスがあったらまたもう一度行ってみたいな	うーん
あーこの年なんでねなかなか記憶力が薄れてるんで	うーんいえいえ
お母さんに対する感謝って	いやー
漫画みたいなことも	あっはは
あのうちの近くの	はいお近くの
縦	縦は
いえば学校の先生です	はーそうなんですねー
今はまあ若干歳とともに飛距離等が落ちてきておりますのでえースコアも若干落ちてますけれどもそれでも同年代の人に比べたらですねまだまだ十分いけるということで今でも	凄いですね
それだけ	あっ
けれどもそのわたくしはセンスがなくてなんかやぼったいい塗絵にあの色の塗り付けになるのですが	あはは
あのーわたくしはですね歩くのが得意なんですね毎日一万歩以上歩いております	すごいですね
うんあるいはあー	ずっとやってこられたゴルフ
結構学生時代は	へえ
したこともあります	わーすごい
その中でま自分がキャプテンになれたというのもそういう	キャプテンをやられてええ
それでも	離れてますもんねうん
馬そりっと	そうですか
そいで都庁まで行きまして都庁で	あっはい
社員をうちの会社にくれやというようなことで	へーええ
遊びの中で教えてあげたらいいかなという	そうですね
えー縄跳びとか羽根つお正月は	羽
えー妻の実家山形県新庄市に	へーはい
衝突事故を起こすような状態のおー場所です	そーなんですねー
畳の	手のひら
父が色んな多角経営でお店をやったりしておりましたので	うわーそうですかー
私があのー性格的にうちにこもる性格じゃありませんのでお友達が	そんな感じですね
その子はまた可愛くて	そうかうん
五月二十五二十六と	五月はい
えー作文にも書きましたけれどもあの母がえー106歳でまだ生きています	うわーそうですかー
えーと多分結婚はできないんじゃないかなーと思って	そんな
